,population,state,year
4667,12449.99,PA,2005
4668,12510.809,PA,2006
4669,12563.937,PA,2007
4670,12612.285,PA,2008
4671,12666.858,PA,2009
4672,12711.406,PA,2010
4673,12747.052,PA,2011
4674,12769.123,PA,2012
4675,12779.538,PA,2013
4676,12792.392,PA,2014
4677,12789.838,PA,2015
4678,12788.468,PA,2016
4679,12794.679,PA,2017
4680,12809.107,PA,2018
4681,12798.883,PA,2019
4682,12995.576,PA,2020
4683,13016.628,PA,2021
4684,12984.655,PA,2022
4685,13009.406,PA,2023
4686,13045.848,PA,2024
4687,13059.432,PA,2025
4688,430.0,RI,1900
4689,441.0,RI,1901
4690,450.0,RI,1902
4691,460.0,RI,1903
4692,471.0,RI,1904
4693,481.0,RI,1905
4694,492.0,RI,1906
4695,505.0,RI,1907
4696,519.0,RI,1908
4697,532.0,RI,1909
4698,545.0,RI,1910
4699,556.0,RI,1911
4700,567.0,RI,1912
4701,578.0,RI,1913
4702,589.0,RI,1914
4703,597.0,RI,1915
4704,598.0,RI,1916
4705,606.0,RI,1917
4706,604.0,RI,1918
4707,603.0,RI,1919
4708,613.0,RI,1920
4709,629.0,RI,1921
4710,644.0,RI,1922
4711,656.0,RI,1923
4712,669.0,RI,1924
4713,680.0,RI,1925
4714,681.0,RI,1926
4715,677.0,RI,1927
4716,678.0,RI,1928
4717,684.0,RI,1929
4718,686.0,RI,1930
4719,681.0,RI,1931
4720,677.0,RI,1932
4721,675.0,RI,1933
4722,675.0,RI,1934
4723,678.0,RI,1935
4724,686.0,RI,1936
4725,694.0,RI,1937
4726,694.0,RI,1938
4727,701.0,RI,1939
4728,719.0,RI,1940
4729,731.0,RI,1941
4730,748.0,RI,1942
4731,760.0,RI,1943
4732,795.0,RI,1944
4733,776.0,RI,1945
4734,770.0,RI,1946
4735,776.0,RI,1947
4736,787.0,RI,1948
4737,801.0,RI,1949
4738,786.0,RI,1950
4739,784.0,RI,1951
4740,802.0,RI,1952
4741,815.0,RI,1953
4742,816.0,RI,1954
4743,823.0,RI,1955
4744,840.0,RI,1956
4745,851.0,RI,1957
4746,858.0,RI,1958
4747,857.0,RI,1959
4748,855.0,RI,1960
4749,858.0,RI,1961
4750,871.0,RI,1962
4751,876.0,RI,1963
4752,885.0,RI,1964
4753,893.0,RI,1965
4754,899.0,RI,1966
4755,909.0,RI,1967
4756,922.0,RI,1968
4757,932.0,RI,1969
4758,949.723,RI,1970
4759,963.107,RI,1971
4760,974.79,RI,1972
4761,975.738,RI,1973
4762,950.615,RI,1974
4763,942.788,RI,1975
4764,946.089,RI,1976
4765,950.23,RI,1977
4766,951.816,RI,1978
4767,950.382,RI,1979
4768,948.773,RI,1980
4769,953.013,RI,1981
4770,954.17,RI,1982
4771,956.382,RI,1983
4772,961.894,RI,1984
4773,968.955,RI,1985
4774,977.341,RI,1986
4775,989.604,RI,1987
4776,996.408,RI,1988
4777,1000.666,RI,1989
4778,1004.649,RI,1990
4779,1003.99,RI,1991
4780,1000.571,RI,1992
4781,997.852,RI,1993
4782,993.412,RI,1994
4783,989.203,RI,1995
4784,987.858,RI,1996
4785,986.966,RI,1997
4786,987.704,RI,1998
4787,990.819,RI,1999
4788,1050.268,RI,2000
4789,1057.142,RI,2001
4790,1065.995,RI,2002
4791,1071.342,RI,2003
4792,1074.579,RI,2004
4793,1067.916,RI,2005
4794,1063.096,RI,2006
4795,1057.315,RI,2007
4796,1055.003,RI,2008
4797,1053.646,RI,2009
4798,1053.994,RI,2010
4799,1053.829,RI,2011
4800,1054.893,RI,2012
4801,1055.56,RI,2013
4802,1056.511,RI,2014
4803,1056.886,RI,2015
4804,1057.816,RI,2016
4805,1056.554,RI,2017
4806,1059.338,RI,2018
4807,1058.158,RI,2019
4808,1096.487,RI,2020
4809,1097.381,RI,2021
4810,1098.275,RI,2022
4811,1101.183,RI,2023
4812,1110.415,RI,2024
4813,1114.521,RI,2025
4814,1342.0,SC,1900
4815,1361.0,SC,1901
4816,1379.0,SC,1902
4817,1397.0,SC,1903
4818,1415.0,SC,1904
4819,1433.0,SC,1905
4820,1451.0,SC,1906
4821,1468.0,SC,1907
4822,1485.0,SC,1908
4823,1502.0,SC,1909
4824,1523.0,SC,1910
4825,1548.0,SC,1911
4826,1572.0,SC,1912
4827,1599.0,SC,1913
4828,1622.0,SC,1914
4829,1635.0,SC,1915
4830,1650.0,SC,1916
4831,1675.0,SC,1917
4832,1746.0,SC,1918
4833,1687.0,SC,1919
4834,1685.0,SC,1920
4835,1693.0,SC,1921
4836,1692.0,SC,1922
4837,1699.0,SC,1923
4838,1710.0,SC,1924
4839,1718.0,SC,1925
4840,1726.0,SC,1926
4841,1736.0,SC,1927
4842,1739.0,SC,1928
4843,1739.0,SC,1929
4844,1745.0,SC,1930
4845,1753.0,SC,1931
4846,1748.0,SC,1932
4847,1752.0,SC,1933
4848,1760.0,SC,1934
4849,1769.0,SC,1935
4850,1781.0,SC,1936
4851,1802.0,SC,1937
4852,1834.0,SC,1938
4853,1872.0,SC,1939
4854,1902.0,SC,1940
4855,1962.0,SC,1941
4856,2007.0,SC,1942
4857,1967.0,SC,1943
4858,1943.0,SC,1944
4859,1934.0,SC,1945
4860,1936.0,SC,1946
4861,1992.0,SC,1947
4862,1996.0,SC,1948
4863,2029.0,SC,1949
4864,2113.0,SC,1950
4865,2167.0,SC,1951
4866,2178.0,SC,1952
4867,2181.0,SC,1953
4868,2176.0,SC,1954
4869,2200.0,SC,1955
4870,2229.0,SC,1956
4871,2274.0,SC,1957
4872,2304.0,SC,1958
4873,2348.0,SC,1959
4874,2392.0,SC,1960
4875,2409.0,SC,1961
4876,2423.0,SC,1962
4877,2460.0,SC,1963
4878,2475.0,SC,1964
4879,2494.0,SC,1965
4880,2520.0,SC,1966
4881,2533.0,SC,1967
4882,2559.0,SC,1968
4883,2570.0,SC,1969
4884,2590.713,SC,1970
4885,2662.269,SC,1971
4886,2719.197,SC,1972
4887,2776.605,SC,1973
4888,2844.749,SC,1974
4889,2902.028,SC,1975
4890,2943.657,SC,1976
4891,2991.681,SC,1977
4892,3044.364,SC,1978
4893,3090.267,SC,1979
4894,3134.502,SC,1980
4895,3179.255,SC,1981
4896,3207.614,SC,1982
4897,3234.066,SC,1983
4898,3271.868,SC,1984
4899,3303.209,SC,1985
4900,3342.758,SC,1986
4901,3380.506,SC,1987
4902,3412.096,SC,1988
4903,3456.775,SC,1989
4904,3499.064,SC,1990
4905,3559.47,SC,1991
4906,3600.576,SC,1992
4907,3634.507,SC,1993
4908,3666.456,SC,1994
4909,3699.943,SC,1995
4910,3738.974,SC,1996
4911,3790.066,SC,1997
4912,3839.578,SC,1998
4913,3885.736,SC,1999
4914,4024.223,SC,2000
4915,4064.995,SC,2001
4916,4107.795,SC,2002
4917,4150.297,SC,2003
4918,4210.921,SC,2004
4919,4270.15,SC,2005
4920,4357.847,SC,2006
4921,4444.11,SC,2007
4922,4528.996,SC,2008
4923,4589.872,SC,2009
4924,4635.846,SC,2010
4925,4672.655,SC,2011
4926,4719.027,SC,2012
4927,4766.469,SC,2013
4928,4826.858,SC,2014
4929,4896.006,SC,2015
4930,4963.031,SC,2016
4931,5027.102,SC,2017
4932,5091.702,SC,2018
4933,5157.702,SC,2019
4934,5131.992,SC,2020
4935,5194.346,SC,2021
4936,5288.957,SC,2022
4937,5390.798,SC,2023
4938,5490.316,SC,2024
4939,5570.274,SC,2025
4940,403.0,SD,1900
4941,418.0,SD,1901
4942,431.0,SD,1902
4943,437.0,SD,1903
4944,452.0,SD,1904
4945,461.0,SD,1905
4946,477.0,SD,1906
4947,498.0,SD,1907
4948,527.0,SD,1908
4949,553.0,SD,1909
4950,590.0,SD,1910
4951,602.0,SD,1911
4952,592.0,SD,1912
4953,584.0,SD,1913
4954,581.0,SD,1914
4955,585.0,SD,1915
4956,595.0,SD,1916
4957,599.0,SD,1917
4958,570.0,SD,1918
4959,606.0,SD,1919
4960,640.0,SD,1920
4961,652.0,SD,1921
4962,660.0,SD,1922
4963,669.0,SD,1923
4964,673.0,SD,1924
4965,682.0,SD,1925
4966,683.0,SD,1926
4967,682.0,SD,1927
4968,685.0,SD,1928
4969,690.0,SD,1929
4970,693.0,SD,1930
4971,694.0,SD,1931
4972,692.0,SD,1932
4973,690.0,SD,1933
4974,682.0,SD,1934
4975,674.0,SD,1935
4976,666.0,SD,1936
4977,656.0,SD,1937
4978,649.0,SD,1938
4979,645.0,SD,1939
4980,641.0,SD,1940
4981,613.0,SD,1941
4982,589.0,SD,1942
4983,587.0,SD,1943
4984,565.0,SD,1944
4985,579.0,SD,1945
4986,588.0,SD,1946
4987,601.0,SD,1947
4988,612.0,SD,1948
4989,631.0,SD,1949
4990,655.0,SD,1950
4991,655.0,SD,1951
4992,651.0,SD,1952
4993,648.0,SD,1953
4994,655.0,SD,1954
4995,663.0,SD,1955
4996,670.0,SD,1956
4997,666.0,SD,1957
4998,656.0,SD,1958
4999,667.0,SD,1959
5000,683.0,SD,1960
5001,693.0,SD,1961
5002,705.0,SD,1962
5003,708.0,SD,1963
5004,701.0,SD,1964
5005,692.0,SD,1965
5006,683.0,SD,1966
5007,671.0,SD,1967
5008,669.0,SD,1968
5009,668.0,SD,1969
5010,666.257,SD,1970
5011,671.297,SD,1971
5012,677.234,SD,1972
5013,678.715,SD,1973
5014,679.585,SD,1974
5015,681.042,SD,1975
5016,686.39,SD,1976
5017,688.48,SD,1977
5018,688.58,SD,1978
5019,688.335,SD,1979
5020,690.851,SD,1980
5021,689.584,SD,1981
5022,690.597,SD,1982
5023,693.008,SD,1983
5024,697.249,SD,1984
5025,698.402,SD,1985
5026,696.034,SD,1986
5027,696.036,SD,1987
5028,698.165,SD,1988
5029,696.701,SD,1989
5030,696.667,SD,1990
5031,701.445,SD,1991
5032,708.698,SD,1992
5033,716.258,SD,1993
5034,723.038,SD,1994
5035,728.251,SD,1995
5036,730.699,SD,1996
5037,730.855,SD,1997
5038,730.789,SD,1998
5039,733.133,SD,1999
5040,755.844,SD,2000
5041,757.972,SD,2001
5042,760.02,SD,2002
5043,763.729,SD,2003
5044,770.396,SD,2004
5045,775.493,SD,2005
5046,783.033,SD,2006
5047,791.623,SD,2007
5048,799.124,SD,2008
5049,807.067,SD,2009
5050,816.193,SD,2010
5051,823.74,SD,2011
5052,833.859,SD,2012
5053,842.751,SD,2013
5054,849.67,SD,2014
5055,854.663,SD,2015
5056,863.693,SD,2016
5057,873.732,SD,2017
5058,879.386,SD,2018
5059,887.127,SD,2019
5060,887.808,SD,2020
5061,896.303,SD,2021
5062,909.156,SD,2022
5063,917.739,SD,2023
5064,927.11,SD,2024
5065,935.094,SD,2025
5066,2023.0,TN,1900
5067,2041.0,TN,1901
5068,2060.0,TN,1902
5069,2082.0,TN,1903
5070,2086.0,TN,1904
5071,2111.0,TN,1905
5072,2136.0,TN,1906
5073,2136.0,TN,1907
5074,2164.0,TN,1908
5075,2177.0,TN,1909
5076,2191.0,TN,1910
5077,2197.0,TN,1911
5078,2218.0,TN,1912
5079,2257.0,TN,1913
5080,2289.0,TN,1914
5081,2294.0,TN,1915
5082,2304.0,TN,1916
5083,2331.0,TN,1917
5084,2288.0,TN,1918
5085,2305.0,TN,1919
5086,2329.0,TN,1920
5087,2369.0,TN,1921
5088,2424.0,TN,1922
5089,2463.0,TN,1923
5090,2502.0,TN,1924
5091,2531.0,TN,1925
5092,2553.0,TN,1926
5093,2608.0,TN,1927
5094,2624.0,TN,1928
5095,2604.0,TN,1929
5096,2619.0,TN,1930
5097,2657.0,TN,1931
5098,2711.0,TN,1932
5099,2747.0,TN,1933
5100,2784.0,TN,1934
5101,2798.0,TN,1935
5102,2791.0,TN,1936
5103,2795.0,TN,1937
5104,2821.0,TN,1938
5105,2874.0,TN,1939
5106,2935.0,TN,1940
5107,2973.0,TN,1941
5108,2939.0,TN,1942
5109,2972.0,TN,1943
5110,2868.0,TN,1944
5111,2878.0,TN,1945
5112,3074.0,TN,1946
5113,3166.0,TN,1947
5114,3216.0,TN,1948
5115,3236.0,TN,1949
5116,3315.0,TN,1950
5117,3372.0,TN,1951
5118,3352.0,TN,1952
5119,3319.0,TN,1953
5120,3359.0,TN,1954
5121,3415.0,TN,1955
5122,3415.0,TN,1956
5123,3434.0,TN,1957
5124,3471.0,TN,1958
5125,3522.0,TN,1959
5126,3575.0,TN,1960
5127,3622.0,TN,1961
5128,3673.0,TN,1962
5129,3718.0,TN,1963
5130,3771.0,TN,1964
5131,3798.0,TN,1965
5132,3822.0,TN,1966
5133,3859.0,TN,1967
5134,3878.0,TN,1968
5135,3897.0,TN,1969
5136,3926.018,TN,1970
5137,4013.608,TN,1971
5138,4094.611,TN,1972
5139,4147.401,TN,1973
5140,4213.509,TN,1974
5141,4275.566,TN,1975
5142,4346.928,TN,1976
5143,4422.921,TN,1977
5144,4486.314,TN,1978
5145,4560.473,TN,1979
5146,4600.252,TN,1980
5147,4627.658,TN,1981
5148,4646.041,TN,1982
5149,4659.749,TN,1983
5150,4686.737,TN,1984
5151,4715.296,TN,1985
5152,4738.708,TN,1986
5153,4782.927,TN,1987
5154,4822.437,TN,1988
5155,4854.444,TN,1989
5156,4890.626,TN,1990
5157,4946.886,TN,1991
5158,5013.999,TN,1992
5159,5085.666,TN,1993
5160,5163.016,TN,1994
5161,5241.168,TN,1995
5162,5313.576,TN,1996
5163,5378.433,TN,1997
5164,5432.679,TN,1998
5165,5483.535,TN,1999
5166,5703.719,TN,2000
5167,5750.789,TN,2001
5168,5795.918,TN,2002
5169,5847.812,TN,2003
5170,5910.809,TN,2004
5171,5991.057,TN,2005
5172,6088.766,TN,2006
5173,6175.727,TN,2007
5174,6247.411,TN,2008
5175,6306.019,TN,2009
5176,6355.518,TN,2010
5177,6400.298,TN,2011
5178,6455.752,TN,2012
5179,6496.943,TN,2013
5180,6544.617,TN,2014
5181,6595.354,TN,2015
5182,6651.277,TN,2016
5183,6714.748,TN,2017
5184,6778.18,TN,2018
5185,6830.325,TN,2019
5186,6927.736,TN,2020
5187,6966.687,TN,2021
5188,7063.325,TN,2022
5189,7153.029,TN,2023
5190,7251.291,TN,2024
5191,7315.076,TN,2025
5192,3055.0,TX,1900
5193,3132.0,TX,1901
5194,3210.0,TX,1902
5195,3291.0,TX,1903
5196,3374.0,TX,1904
5197,3459.0,TX,1905
5198,3546.0,TX,1906
5199,3636.0,TX,1907
5200,3727.0,TX,1908
5201,3821.0,TX,1909
5202,3922.0,TX,1910
5203,4016.0,TX,1911
5204,4107.0,TX,1912
5205,4207.0,TX,1913
5206,4300.0,TX,1914
5207,4368.0,TX,1915
5208,4444.0,TX,1916
5209,4563.0,TX,1917
5210,4666.0,TX,1918
5211,4631.0,TX,1919
5212,4723.0,TX,1920
5213,4853.0,TX,1921
5214,4955.0,TX,1922
5215,5077.0,TX,1923
5216,5210.0,TX,1924
5217,5332.0,TX,1925
5218,5453.0,TX,1926
5219,5577.0,TX,1927
5220,5675.0,TX,1928
5221,5762.0,TX,1929
5222,5844.0,TX,1930
5223,5907.0,TX,1931
5224,5961.0,TX,1932
5225,6014.0,TX,1933
5226,6053.0,TX,1934
5227,6123.0,TX,1935
5228,6192.0,TX,1936
5229,6250.0,TX,1937
5230,6301.0,TX,1938
5231,6360.0,TX,1939
5232,6425.0,TX,1940
5233,6585.0,TX,1941
5234,6711.0,TX,1942
5235,7012.0,TX,1943
5236,6876.0,TX,1944
5237,6826.0,TX,1945
5238,7197.0,TX,1946
5239,7388.0,TX,1947
5240,7626.0,TX,1948
5241,7623.0,TX,1949
5242,7776.0,TX,1950
5243,8111.0,TX,1951
5244,8314.0,TX,1952
5245,8336.0,TX,1953
5246,8382.0,TX,1954
5247,8660.0,TX,1955
5248,8830.0,TX,1956
5249,9070.0,TX,1957
5250,9252.0,TX,1958
5251,9405.0,TX,1959
5252,9624.0,TX,1960
5253,9820.0,TX,1961
5254,10053.0,TX,1962
5255,10159.0,TX,1963
5256,10270.0,TX,1964
5257,10378.0,TX,1965
5258,10492.0,TX,1966
5259,10599.0,TX,1967
5260,10819.0,TX,1968
5261,11045.0,TX,1969
5262,11198.655,TX,1970
5263,11509.848,TX,1971
5264,11759.148,TX,1972
5265,12019.543,TX,1973
5266,12268.629,TX,1974
5267,12568.843,TX,1975
5268,12904.089,TX,1976
5269,13193.05,TX,1977
5270,13500.429,TX,1978
5271,13888.371,TX,1979
5272,14338.208,TX,1980
5273,14746.318,TX,1981
5274,15331.415,TX,1982
5275,15751.676,TX,1983
5276,16007.086,TX,1984
5277,16272.734,TX,1985
5278,16561.113,TX,1986
5279,16621.791,TX,1987
5280,16667.022,TX,1988
5281,16806.735,TX,1989
5282,17044.714,TX,1990
5283,17339.904,TX,1991
5284,17650.479,TX,1992
5285,17996.764,TX,1993
5286,18338.319,TX,1994
5287,18679.706,TX,1995
5288,19006.24,TX,1996
5289,19355.427,TX,1997
5290,19712.389,TX,1998
5291,20044.141,TX,1999
5292,20944.499,TX,2000
5293,21319.622,TX,2001
5294,21690.325,TX,2002
5295,22030.931,TX,2003
5296,22394.023,TX,2004
5297,22778.123,TX,2005
5298,23359.58,TX,2006
5299,23831.983,TX,2007
5300,24309.039,TX,2008
5301,24801.761,TX,2009
5302,25241.897,TX,2010
5303,25645.504,TX,2011
5304,26084.12,TX,2012
5305,26479.646,TX,2013
5306,26963.092,TX,2014
5307,27468.531,TX,2015
5308,27914.064,TX,2016
5309,28291.024,TX,2017
5310,28624.564,TX,2018
5311,28986.794,TX,2019
5312,29237.895,TX,2020
5313,29572.672,TX,2021
5314,30118.002,TX,2022
5315,30719.247,TX,2023
5316,31318.578,TX,2024
5317,31709.821,TX,2025
5318,277.0,UT,1900
5319,284.0,UT,1901
5320,292.0,UT,1902
5321,299.0,UT,1903
5322,308.0,UT,1904
5323,316.0,UT,1905
5324,327.0,UT,1906
5325,339.0,UT,1907
5326,351.0,UT,1908
5327,363.0,UT,1909
5328,377.0,UT,1910
5329,387.0,UT,1911
5330,399.0,UT,1912
5331,410.0,UT,1913
5332,422.0,UT,1914
5333,430.0,UT,1915
5334,436.0,UT,1916
5335,444.0,UT,1917
5336,437.0,UT,1918
5337,446.0,UT,1919
5338,453.0,UT,1920
5339,457.0,UT,1921
5340,467.0,UT,1922
5341,474.0,UT,1923
5342,481.0,UT,1924
5343,487.0,UT,1925
5344,494.0,UT,1926
5345,500.0,UT,1927
5346,504.0,UT,1928
5347,508.0,UT,1929
5348,509.0,UT,1930
5349,513.0,UT,1931
5350,517.0,UT,1932
5351,520.0,UT,1933
5352,522.0,UT,1934
5353,526.0,UT,1935
5354,527.0,UT,1936
5355,529.0,UT,1937
5356,535.0,UT,1938
5357,543.0,UT,1939
5358,552.0,UT,1940
5359,551.0,UT,1941
5360,575.0,UT,1942
5361,631.0,UT,1943
5362,605.0,UT,1944
5363,591.0,UT,1945
5364,638.0,UT,1946
5365,636.0,UT,1947
5366,653.0,UT,1948
5367,671.0,UT,1949
5368,696.0,UT,1950
5369,706.0,UT,1951
5370,724.0,UT,1952
5371,739.0,UT,1953
5372,750.0,UT,1954
5373,783.0,UT,1955
5374,809.0,UT,1956
5375,826.0,UT,1957
5376,845.0,UT,1958
5377,870.0,UT,1959
5378,900.0,UT,1960
5379,936.0,UT,1961
5380,958.0,UT,1962
5381,974.0,UT,1963
5382,978.0,UT,1964
5383,994.0,UT,1965
5384,1009.0,UT,1966
5385,1019.0,UT,1967
5386,1029.0,UT,1968
5387,1047.0,UT,1969
5388,1059.273,UT,1970
5389,1101.192,UT,1971
5390,1135.449,UT,1972
5391,1170.04,UT,1973
5392,1200.471,UT,1974
5393,1236.03,UT,1975
5394,1274.928,UT,1976
5395,1319.512,UT,1977
5396,1367.51,UT,1978
5397,1420.238,UT,1979
5398,1472.595,UT,1980
5399,1515.471,UT,1981
5400,1558.314,UT,1982
5401,1594.943,UT,1983
5402,1622.342,UT,1984
5403,1642.91,UT,1985
5404,1662.834,UT,1986
5405,1678.119,UT,1987
5406,1689.372,UT,1988
5407,1705.864,UT,1989
5408,1729.722,UT,1990
5409,1771.941,UT,1991
5410,1821.498,UT,1992
5411,1875.993,UT,1993
5412,1930.436,UT,1994
5413,1976.774,UT,1995
5414,2022.253,UT,1996
5415,2065.397,UT,1997
5416,2100.562,UT,1998
5417,2129.836,UT,1999
5418,2244.502,UT,2000
5419,2283.715,UT,2001
5420,2324.815,UT,2002
5421,2360.137,UT,2003
5422,2401.58,UT,2004
5423,2457.719,UT,2005
5424,2525.507,UT,2006
5425,2597.746,UT,2007
5426,2663.029,UT,2008
5427,2723.421,UT,2009
5428,2775.413,UT,2010
5429,2814.797,UT,2011
5430,2854.146,UT,2012
5431,2898.773,UT,2013
5432,2938.327,UT,2014
5433,2983.626,UT,2015
5434,3044.241,UT,2016
5435,3103.54,UT,2017
5436,3155.153,UT,2018
5437,3203.383,UT,2019
5438,3283.97,UT,2020
5439,3339.874,UT,2021
5440,3393.928,UT,2022
5441,3449.259,UT,2023
5442,3502.983,UT,2024
5443,3538.904,UT,2025
5444,344.0,VT,1900
5445,347.0,VT,1901
5446,349.0,VT,1902
5447,350.0,VT,1903
5448,353.0,VT,1904
5449,354.0,VT,1905
5450,355.0,VT,1906
5451,355.0,VT,1907
5452,354.0,VT,1908
5453,356.0,VT,1909
5454,357.0,VT,1910
5455,358.0,VT,1911
5456,359.0,VT,1912
5457,361.0,VT,1913
5458,362.0,VT,1914
5459,360.0,VT,1915
5460,360.0,VT,1916
5461,372.0,VT,1917
5462,352.0,VT,1918
5463,352.0,VT,1919
5464,353.0,VT,1920
5465,355.0,VT,1921
5466,354.0,VT,1922
5467,354.0,VT,1923
5468,355.0,VT,1924
5469,355.0,VT,1925
5470,356.0,VT,1926
5471,357.0,VT,1927
5472,358.0,VT,1928
5473,359.0,VT,1929
5474,360.0,VT,1930
5475,359.0,VT,1931
5476,358.0,VT,1932
5477,357.0,VT,1933
5478,357.0,VT,1934
5479,357.0,VT,1935
5480,357.0,VT,1936
5481,356.0,VT,1937
5482,356.0,VT,1938
5483,358.0,VT,1939
5484,363.0,VT,1940
5485,348.0,VT,1941
5486,343.0,VT,1942
5487,327.0,VT,1943
5488,314.0,VT,1944
5489,315.0,VT,1945
5490,342.0,VT,1946
5491,354.0,VT,1947
5492,359.0,VT,1948
5493,369.0,VT,1949
5494,379.0,VT,1950
5495,378.0,VT,1951
5496,375.0,VT,1952
5497,379.0,VT,1953
5498,377.0,VT,1954
5499,375.0,VT,1955
5500,377.0,VT,1956
5501,376.0,VT,1957
5502,380.0,VT,1958
5503,387.0,VT,1959
5504,389.0,VT,1960
5505,390.0,VT,1961
5506,393.0,VT,1962
5507,397.0,VT,1963
5508,399.0,VT,1964
5509,404.0,VT,1965
5510,413.0,VT,1966
5511,423.0,VT,1967
5512,430.0,VT,1968
5513,437.0,VT,1969
5514,444.732,VT,1970
5515,454.318,VT,1971
5516,463.143,VT,1972
5517,468.43,VT,1973
5518,473.002,VT,1974
5519,479.713,VT,1975
5520,484.928,VT,1976
5521,491.931,VT,1977
5522,498.109,VT,1978
5523,505.372,VT,1979
5524,512.524,VT,1980
5525,515.594,VT,1981
5526,519.109,VT,1982
5527,523.302,VT,1983
5528,526.66,VT,1984
5529,530.035,VT,1985
5530,534.066,VT,1986
5531,540.267,VT,1987
5532,549.763,VT,1988
5533,557.707,VT,1989
5534,564.526,VT,1990
5535,567.141,VT,1991
5536,570.115,VT,1992
5537,574.004,VT,1993
5538,578.9,VT,1994
5539,582.827,VT,1995
5540,586.352,VT,1996
5541,588.665,VT,1997
5542,590.579,VT,1998
5543,593.74,VT,1999
5544,609.618,VT,2000
5545,612.223,VT,2001
5546,615.442,VT,2002
5547,617.858,VT,2003
5548,619.92,VT,2004
5549,621.215,VT,2005
5550,622.892,VT,2006
5551,623.481,VT,2007
5552,624.151,VT,2008
5553,624.817,VT,2009
5554,625.886,VT,2010
5555,627.197,VT,2011
5556,626.361,VT,2012
5557,626.603,VT,2013
5558,625.693,VT,2014
5559,625.81,VT,2015
5560,624.366,VT,2016
5561,625.132,VT,2017
5562,624.802,VT,2018
5563,624.046,VT,2019
5564,642.965,VT,2020
5565,647.238,VT,2021
5566,647.614,VT,2022
5567,647.722,VT,2023
5568,646.521,VT,2024
5569,644.663,VT,2025
5570,1858.0,VA,1900
5571,1887.0,VA,1901
5572,1894.0,VA,1902
5573,1890.0,VA,1903
5574,1889.0,VA,1904
5575,1917.0,VA,1905
5576,1942.0,VA,1906
5577,1952.0,VA,1907
5578,1994.0,VA,1908
5579,2038.0,VA,1909
5580,2071.0,VA,1910
5581,2092.0,VA,1911
5582,2122.0,VA,1912
5583,2176.0,VA,1913
5584,2241.0,VA,1914
5585,2294.0,VA,1915
5586,2316.0,VA,1916
5587,2313.0,VA,1917
5588,2359.0,VA,1918
5589,2318.0,VA,1919
5590,2347.0,VA,1920
5591,2395.0,VA,1921
5592,2412.0,VA,1922
5593,2423.0,VA,1923
5594,2426.0,VA,1924
5595,2423.0,VA,1925
5596,2419.0,VA,1926
5597,2433.0,VA,1927
5598,2435.0,VA,1928
5599,2425.0,VA,1929
5600,2427.0,VA,1930
5601,2445.0,VA,1931
5602,2452.0,VA,1932
5603,2460.0,VA,1933
5604,2485.0,VA,1934
5605,2520.0,VA,1935
5606,2552.0,VA,1936
5607,2590.0,VA,1937
5608,2638.0,VA,1938
5609,2670.0,VA,1939
5610,2720.0,VA,1940
5611,2855.0,VA,1941
5612,3038.0,VA,1942
5613,3130.0,VA,1943
5614,3248.0,VA,1944
5615,3193.0,VA,1945
5616,3212.0,VA,1946
5617,3201.0,VA,1947
5618,3207.0,VA,1948
5619,3292.0,VA,1949
5620,3315.0,VA,1950
5621,3434.0,VA,1951
5622,3504.0,VA,1952
5623,3557.0,VA,1953
5624,3555.0,VA,1954
5625,3588.0,VA,1955
5626,3722.0,VA,1956
5627,3844.0,VA,1957
5628,3914.0,VA,1958
5629,3951.0,VA,1959
5630,3986.0,VA,1960
5631,4095.0,VA,1961
5632,4180.0,VA,1962
5633,4276.0,VA,1963
5634,4357.0,VA,1964
5635,4411.0,VA,1965
5636,4456.0,VA,1966
5637,4508.0,VA,1967
5638,4558.0,VA,1968
5639,4614.0,VA,1969
5640,4651.448,VA,1970
5641,4750.838,VA,1971
5642,4824.472,VA,1972
5643,4901.292,VA,1973
5644,4971.069,VA,1974
5645,5047.395,VA,1975
5646,5121.863,VA,1976
5647,5193.112,VA,1977
5648,5270.24,VA,1978
5649,5307.945,VA,1979
5650,5368.334,VA,1980
5651,5444.097,VA,1981
5652,5492.783,VA,1982
5653,5564.657,VA,1983
5654,5643.87,VA,1984
5655,5715.153,VA,1985
5656,5811.7,VA,1986
5657,5932.268,VA,1987
5658,6036.909,VA,1988
5659,6120.246,VA,1989
5660,6213.526,VA,1990
5661,6283.853,VA,1991
5662,6383.315,VA,1992
5663,6464.795,VA,1993
5664,6536.771,VA,1994
5665,6601.392,VA,1995
5666,6665.491,VA,1996
5667,6732.878,VA,1997
5668,6789.225,VA,1998
5669,6872.912,VA,1999
5670,7105.817,VA,2000
5671,7198.362,VA,2001
5672,7286.873,VA,2002
5673,7366.977,VA,2003
5674,7475.575,VA,2004
5675,7577.105,VA,2005
5676,7673.725,VA,2006
5677,7751.0,VA,2007
5678,7833.496,VA,2008
5679,7925.937,VA,2009
5680,8024.004,VA,2010
5681,8102.437,VA,2011
5682,8187.456,VA,2012
5683,8255.861,VA,2013
5684,8315.43,VA,2014
5685,8367.303,VA,2015
5686,8417.651,VA,2016
5687,8471.011,VA,2017
5688,8510.92,VA,2018
5689,8556.642,VA,2019
5690,8637.303,VA,2020
5691,8660.007,VA,2021
5692,8681.038,VA,2022
5693,8732.034,VA,2023
5694,8819.642,VA,2024
5695,8880.107,VA,2025
