,population,state,year
0,1830.0,AL,1900
1,1907.0,AL,1901
2,1935.0,AL,1902
3,1957.0,AL,1903
4,1978.0,AL,1904
5,2012.0,AL,1905
6,2045.0,AL,1906
7,2058.0,AL,1907
8,2070.0,AL,1908
9,2108.0,AL,1909
10,2150.0,AL,1910
11,2185.0,AL,1911
12,2217.0,AL,1912
13,2279.0,AL,1913
14,2336.0,AL,1914
15,2345.0,AL,1915
16,2359.0,AL,1916
17,2361.0,AL,1917
18,2343.0,AL,1918
19,2337.0,AL,1919
20,2359.0,AL,1920
21,2402.0,AL,1921
22,2434.0,AL,1922
23,2464.0,AL,1923
24,2501.0,AL,1924
25,2534.0,AL,1925
26,2567.0,AL,1926
27,2609.0,AL,1927
28,2640.0,AL,1928
29,2644.0,AL,1929
30,2647.0,AL,1930
31,2649.0,AL,1931
32,2653.0,AL,1932
33,2661.0,AL,1933
34,2685.0,AL,1934
35,2719.0,AL,1935
36,2743.0,AL,1936
37,2762.0,AL,1937
38,2787.0,AL,1938
39,2814.0,AL,1939
40,2845.0,AL,1940
41,2902.0,AL,1941
42,2941.0,AL,1942
43,2902.0,AL,1943
44,2802.0,AL,1944
45,2775.0,AL,1945
46,2911.0,AL,1946
47,2942.0,AL,1947
48,2969.0,AL,1948
49,3000.0,AL,1949
50,3058.0,AL,1950
51,3059.0,AL,1951
52,3068.0,AL,1952
53,3053.0,AL,1953
54,3014.0,AL,1954
55,3050.0,AL,1955
56,3071.0,AL,1956
57,3109.0,AL,1957
58,3163.0,AL,1958
59,3204.0,AL,1959
60,3274.0,AL,1960
61,3316.0,AL,1961
62,3323.0,AL,1962
63,3358.0,AL,1963
64,3395.0,AL,1964
65,3443.0,AL,1965
66,3464.0,AL,1966
67,3458.0,AL,1967
68,3446.0,AL,1968
69,3440.0,AL,1969
70,3444.354,AL,1970
71,3497.076,AL,1971
72,3539.4,AL,1972
73,3579.78,AL,1973
74,3626.499,AL,1974
75,3678.814,AL,1975
76,3735.139,AL,1976
77,3780.403,AL,1977
78,3831.836,AL,1978
79,3866.248,AL,1979
80,3900.368,AL,1980
81,3918.531,AL,1981
82,3925.266,AL,1982
83,3934.102,AL,1983
84,3951.82,AL,1984
85,3972.523,AL,1985
86,3991.569,AL,1986
87,4015.264,AL,1987
88,4023.844,AL,1988
89,4030.222,AL,1989
90,4048.508,AL,1990
91,4091.025,AL,1991
92,4139.269,AL,1992
93,4193.114,AL,1993
94,4232.965,AL,1994
95,4262.731,AL,1995
96,4290.403,AL,1996
97,4320.281,AL,1997
98,4351.037,AL,1998
99,4369.862,AL,1999
100,4452.173,AL,2000
101,4467.634,AL,2001
102,4480.089,AL,2002
103,4503.491,AL,2003
104,4530.729,AL,2004
105,4569.805,AL,2005
106,4628.981,AL,2006
107,4672.84,AL,2007
108,4718.206,AL,2008
109,4757.938,AL,2009
110,4785.514,AL,2010
111,4799.642,AL,2011
112,4816.632,AL,2012
113,4831.586,AL,2013
114,4843.737,AL,2014
115,4854.803,AL,2015
116,4866.824,AL,2016
117,4877.989,AL,2017
118,4891.628,AL,2018
119,4907.965,AL,2019
120,5032.962,AL,2020
121,5050.058,AL,2021
122,5076.868,AL,2022
123,5117.85,AL,2023
124,5163.055,AL,2024
125,5193.088,AL,2025
126,135.0,AK,1950
127,158.0,AK,1951
128,189.0,AK,1952
129,205.0,AK,1953
130,215.0,AK,1954
131,222.0,AK,1955
132,224.0,AK,1956
133,231.0,AK,1957
134,224.0,AK,1958
135,224.0,AK,1959
136,229.0,AK,1960
137,238.0,AK,1961
138,246.0,AK,1962
139,256.0,AK,1963
140,263.0,AK,1964
141,271.0,AK,1965
142,271.0,AK,1966
143,278.0,AK,1967
144,285.0,AK,1968
145,296.0,AK,1969
146,302.583,AK,1970
147,315.51,AK,1971
148,324.464,AK,1972
149,330.543,AK,1973
150,341.063,AK,1974
151,376.17,AK,1975
152,400.969,AK,1976
153,403.436,AK,1977
154,404.766,AK,1978
155,402.753,AK,1979
156,405.315,AK,1980
157,418.491,AK,1981
158,449.606,AK,1982
159,488.417,AK,1983
160,513.702,AK,1984
161,532.495,AK,1985
162,544.268,AK,1986
163,539.309,AK,1987
164,541.983,AK,1988
165,547.159,AK,1989
166,553.12,AK,1990
167,569.273,AK,1991
168,587.073,AK,1992
169,596.993,AK,1993
170,600.624,AK,1994
171,601.345,AK,1995
172,604.918,AK,1996
173,608.846,AK,1997
174,615.205,AK,1998
175,619.5,AK,1999
176,627.963,AK,2000
177,633.714,AK,2001
178,642.337,AK,2002
179,648.414,AK,2003
180,659.286,AK,2004
181,666.946,AK,2005
182,675.302,AK,2006
183,680.3,AK,2007
184,687.455,AK,2008
185,698.895,AK,2009
186,713.982,AK,2010
187,722.349,AK,2011
188,730.81,AK,2012
189,737.626,AK,2013
190,737.075,AK,2014
191,738.43,AK,2015
192,742.575,AK,2016
193,740.983,AK,2017
194,736.624,AK,2018
195,733.603,AK,2019
196,732.906,AK,2020
197,734.59,AK,2021
198,733.659,AK,2022
199,734.654,AK,2023
200,736.537,AK,2024
201,737.27,AK,2025
202,124.0,AZ,1900
203,131.0,AZ,1901
204,138.0,AZ,1902
205,144.0,AZ,1903
206,151.0,AZ,1904
207,158.0,AZ,1905
208,167.0,AZ,1906
209,176.0,AZ,1907
210,186.0,AZ,1908
211,196.0,AZ,1909
212,206.0,AZ,1910
213,212.0,AZ,1911
214,217.0,AZ,1912
215,236.0,AZ,1913
216,253.0,AZ,1914
217,263.0,AZ,1915
218,282.0,AZ,1916
219,311.0,AZ,1917
220,320.0,AZ,1918
221,329.0,AZ,1919
222,340.0,AZ,1920
223,351.0,AZ,1921
224,360.0,AZ,1922
225,371.0,AZ,1923
226,382.0,AZ,1924
227,393.0,AZ,1925
228,403.0,AZ,1926
229,414.0,AZ,1927
230,422.0,AZ,1928
231,430.0,AZ,1929
232,434.0,AZ,1930
233,429.0,AZ,1931
234,426.0,AZ,1932
235,426.0,AZ,1933
236,428.0,AZ,1934
237,434.0,AZ,1935
238,443.0,AZ,1936
239,453.0,AZ,1937
240,466.0,AZ,1938
241,484.0,AZ,1939
242,499.0,AZ,1940
243,490.0,AZ,1941
244,524.0,AZ,1942
245,692.0,AZ,1943
246,610.0,AZ,1944
247,594.0,AZ,1945
248,616.0,AZ,1946
249,653.0,AZ,1947
250,690.0,AZ,1948
251,714.0,AZ,1949
252,756.0,AZ,1950
253,785.0,AZ,1951
254,842.0,AZ,1952
255,894.0,AZ,1953
256,933.0,AZ,1954
257,987.0,AZ,1955
258,1053.0,AZ,1956
259,1125.0,AZ,1957
260,1193.0,AZ,1958
261,1261.0,AZ,1959
262,1321.0,AZ,1960
263,1407.0,AZ,1961
264,1471.0,AZ,1962
265,1521.0,AZ,1963
266,1556.0,AZ,1964
267,1584.0,AZ,1965
268,1614.0,AZ,1966
269,1646.0,AZ,1967
270,1682.0,AZ,1968
271,1737.0,AZ,1969
272,1775.399,AZ,1970
273,1895.814,AZ,1971
274,2008.291,AZ,1972
275,2124.438,AZ,1973
276,2223.196,AZ,1974
277,2284.847,AZ,1975
278,2346.157,AZ,1976
279,2425.197,AZ,1977
280,2515.316,AZ,1978
281,2635.571,AZ,1979
282,2737.774,AZ,1980
283,2810.107,AZ,1981
284,2889.861,AZ,1982
285,2968.925,AZ,1983
286,3067.135,AZ,1984
287,3183.538,AZ,1985
288,3308.262,AZ,1986
289,3437.103,AZ,1987
290,3535.183,AZ,1988
291,3622.185,AZ,1989
292,3679.056,AZ,1990
293,3762.394,AZ,1991
294,3867.333,AZ,1992
295,3993.39,AZ,1993
296,4147.561,AZ,1994
297,4306.908,AZ,1995
298,4432.308,AZ,1996
299,4552.207,AZ,1997
300,4667.277,AZ,1998
301,4778.332,AZ,1999
302,5160.586,AZ,2000
303,5273.477,AZ,2001
304,5396.255,AZ,2002
305,5510.364,AZ,2003
306,5652.404,AZ,2004
307,5839.077,AZ,2005
308,6029.141,AZ,2006
309,6167.681,AZ,2007
310,6280.362,AZ,2008
311,6343.154,AZ,2009
312,6407.342,AZ,2010
313,6473.416,AZ,2011
314,6556.344,AZ,2012
315,6634.69,AZ,2013
316,6732.873,AZ,2014
317,6832.81,AZ,2015
318,6944.767,AZ,2016
319,7048.088,AZ,2017
320,7164.228,AZ,2018
321,7291.843,AZ,2019
322,7186.647,AZ,2020
323,7274.022,AZ,2021
324,7370.065,AZ,2022
325,7452.073,AZ,2023
326,7556.424,AZ,2024
327,7623.818,AZ,2025
328,1314.0,AR,1900
329,1341.0,AR,1901
330,1360.0,AR,1902
331,1384.0,AR,1903
332,1419.0,AR,1904
333,1447.0,AR,1905
334,1465.0,AR,1906
335,1484.0,AR,1907
336,1513.0,AR,1908
337,1545.0,AR,1909
338,1583.0,AR,1910
339,1610.0,AR,1911
340,1636.0,AR,1912
341,1664.0,AR,1913
342,1688.0,AR,1914
343,1702.0,AR,1915
344,1719.0,AR,1916
345,1737.0,AR,1917
346,1749.0,AR,1918
347,1742.0,AR,1919
348,1756.0,AR,1920
349,1769.0,AR,1921
350,1772.0,AR,1922
351,1784.0,AR,1923
352,1800.0,AR,1924
353,1812.0,AR,1925
354,1826.0,AR,1926
355,1840.0,AR,1927
356,1847.0,AR,1928
357,1852.0,AR,1929
358,1859.0,AR,1930
359,1848.0,AR,1931
360,1836.0,AR,1932
361,1854.0,AR,1933
362,1878.0,AR,1934
363,1890.0,AR,1935
364,1892.0,AR,1936
365,1903.0,AR,1937
366,1928.0,AR,1938
367,1948.0,AR,1939
368,1955.0,AR,1940
369,1969.0,AR,1941
370,1977.0,AR,1942
371,1843.0,AR,1943
372,1768.0,AR,1944
373,1762.0,AR,1945
374,1797.0,AR,1946
375,1836.0,AR,1947
376,1825.0,AR,1948
377,1844.0,AR,1949
378,1908.0,AR,1950
379,1901.0,AR,1951
380,1838.0,AR,1952
381,1780.0,AR,1953
382,1734.0,AR,1954
383,1725.0,AR,1955
384,1704.0,AR,1956
385,1733.0,AR,1957
386,1726.0,AR,1958
387,1756.0,AR,1959
388,1789.0,AR,1960
389,1806.0,AR,1961
390,1853.0,AR,1962
391,1875.0,AR,1963
392,1897.0,AR,1964
393,1894.0,AR,1965
394,1899.0,AR,1966
395,1901.0,AR,1967
396,1902.0,AR,1968
397,1913.0,AR,1969
398,1923.322,AR,1970
399,1972.312,AR,1971
400,2018.638,AR,1972
401,2059.256,AR,1973
402,2101.403,AR,1974
403,2159.526,AR,1975
404,2170.161,AR,1976
405,2209.01,AR,1977
406,2243.127,AR,1978
407,2271.333,AR,1979
408,2288.738,AR,1980
409,2293.201,AR,1981
410,2294.257,AR,1982
411,2305.761,AR,1983
412,2319.768,AR,1984
413,2327.046,AR,1985
414,2331.984,AR,1986
415,2342.355,AR,1987
416,2342.656,AR,1988
417,2346.358,AR,1989
418,2354.343,AR,1990
419,2370.666,AR,1991
420,2394.098,AR,1992
421,2423.743,AR,1993
422,2450.605,AR,1994
423,2480.121,AR,1995
424,2504.858,AR,1996
425,2524.007,AR,1997
426,2538.202,AR,1998
427,2551.373,AR,1999
428,2678.588,AR,2000
429,2691.571,AR,2001
430,2705.927,AR,2002
431,2724.816,AR,2003
432,2749.686,AR,2004
433,2781.097,AR,2005
434,2821.761,AR,2006
435,2848.65,AR,2007
436,2874.554,AR,2008
437,2896.843,AR,2009
438,2921.998,AR,2010
439,2941.038,AR,2011
440,2952.876,AR,2012
441,2960.459,AR,2013
442,2968.759,AR,2014
443,2979.732,AR,2015
444,2991.815,AR,2016
445,3003.855,AR,2017
446,3012.161,AR,2018
447,3020.985,AR,2019
448,3014.399,AR,2020
449,3027.127,AR,2021
450,3047.429,AR,2022
451,3069.856,AR,2023
452,3096.08,AR,2024
453,3114.791,AR,2025
454,1490.0,CA,1900
455,1550.0,CA,1901
456,1623.0,CA,1902
457,1702.0,CA,1903
458,1792.0,CA,1904
459,1893.0,CA,1905
460,1976.0,CA,1906
461,2054.0,CA,1907
462,2161.0,CA,1908
463,2282.0,CA,1909
464,2406.0,CA,1910
465,2534.0,CA,1911
466,2668.0,CA,1912
467,2811.0,CA,1913
468,2934.0,CA,1914
469,3008.0,CA,1915
470,3071.0,CA,1916
471,3171.0,CA,1917
472,3262.0,CA,1918
473,3339.0,CA,1919
474,3554.0,CA,1920
475,3795.0,CA,1921
476,3991.0,CA,1922
477,4270.0,CA,1923
478,4541.0,CA,1924
479,4730.0,CA,1925
480,4929.0,CA,1926
481,5147.0,CA,1927
482,5344.0,CA,1928
483,5531.0,CA,1929
484,5711.0,CA,1930
485,5824.0,CA,1931
486,5894.0,CA,1932
487,5963.0,CA,1933
488,6060.0,CA,1934
489,6175.0,CA,1935
490,6341.0,CA,1936
491,6528.0,CA,1937
492,6656.0,CA,1938
493,6785.0,CA,1939
494,6950.0,CA,1940
495,7237.0,CA,1941
496,7735.0,CA,1942
497,8506.0,CA,1943
498,8945.0,CA,1944
499,9344.0,CA,1945
500,9559.0,CA,1946
501,9832.0,CA,1947
502,10064.0,CA,1948
503,10337.0,CA,1949
504,10677.0,CA,1950
505,11134.0,CA,1951
506,11635.0,CA,1952
507,12251.0,CA,1953
508,12746.0,CA,1954
509,13133.0,CA,1955
510,13713.0,CA,1956
511,14264.0,CA,1957
512,14880.0,CA,1958
513,15467.0,CA,1959
514,15870.0,CA,1960
515,16497.0,CA,1961
516,17072.0,CA,1962
517,17668.0,CA,1963
518,18151.0,CA,1964
519,18585.0,CA,1965
520,18858.0,CA,1966
521,19176.0,CA,1967
522,19394.0,CA,1968
523,19711.0,CA,1969
524,19971.069,CA,1970
525,20345.939,CA,1971
526,20585.469,CA,1972
527,20868.728,CA,1973
528,21173.865,CA,1974
529,21537.849,CA,1975
530,21935.909,CA,1976
531,22352.396,CA,1977
532,22835.958,CA,1978
533,23256.88,CA,1979
534,23800.8,CA,1980
535,24285.933,CA,1981
536,24820.009,CA,1982
537,25360.026,CA,1983
538,25844.393,CA,1984
539,26441.109,CA,1985
540,27102.237,CA,1986
541,27777.158,CA,1987
542,28464.249,CA,1988
543,29218.164,CA,1989
544,29950.111,CA,1990
545,30414.114,CA,1991
546,30875.92,CA,1992
547,31147.208,CA,1993
548,31317.179,CA,1994
549,31493.525,CA,1995
550,31780.829,CA,1996
551,32217.708,CA,1997
552,32682.794,CA,1998
553,33145.121,CA,1999
554,33987.977,CA,2000
555,34479.458,CA,2001
556,34871.843,CA,2002
557,35253.159,CA,2003
558,35574.576,CA,2004
559,35827.943,CA,2005
560,36021.202,CA,2006
561,36250.311,CA,2007
562,36604.337,CA,2008
563,36961.229,CA,2009
564,37319.55,CA,2010
565,37636.311,CA,2011
566,37944.551,CA,2012
567,38253.768,CA,2013
568,38586.706,CA,2014
569,38904.296,CA,2015
570,39149.186,CA,2016
571,39337.785,CA,2017
572,39437.463,CA,2018
573,39437.61,CA,2019
574,39527.808,CA,2020
575,39152.927,CA,2021
576,39125.347,CA,2022
577,39181.667,CA,2023
578,39364.774,CA,2024
579,39355.309,CA,2025
580,543.0,CO,1900
581,581.0,CO,1901
582,621.0,CO,1902
583,652.0,CO,1903
584,659.0,CO,1904
585,680.0,CO,1905
586,707.0,CO,1906
587,733.0,CO,1907
588,757.0,CO,1908
589,775.0,CO,1909
590,804.0,CO,1910
591,821.0,CO,1911
592,832.0,CO,1912
593,835.0,CO,1913
594,846.0,CO,1914
595,868.0,CO,1915
596,892.0,CO,1916
597,910.0,CO,1917
598,906.0,CO,1918
599,938.0,CO,1919
600,937.0,CO,1920
601,961.0,CO,1921
602,965.0,CO,1922
603,984.0,CO,1923
604,1014.0,CO,1924
605,1019.0,CO,1925
606,1016.0,CO,1926
607,1028.0,CO,1927
608,1014.0,CO,1928
609,1008.0,CO,1929
610,1040.0,CO,1930
611,1056.0,CO,1931
612,1066.0,CO,1932
613,1071.0,CO,1933
614,1075.0,CO,1934
615,1078.0,CO,1935
616,1090.0,CO,1936
617,1104.0,CO,1937
618,1112.0,CO,1938
619,1120.0,CO,1939
620,1130.0,CO,1940
621,1124.0,CO,1941
622,1113.0,CO,1942
623,1153.0,CO,1943
624,1137.0,CO,1944
625,1116.0,CO,1945
626,1203.0,CO,1946
627,1237.0,CO,1947
628,1263.0,CO,1948
629,1295.0,CO,1949
630,1325.0,CO,1950
631,1326.0,CO,1951
632,1365.0,CO,1952
633,1431.0,CO,1953
634,1493.0,CO,1954
635,1546.0,CO,1955
636,1625.0,CO,1956
637,1664.0,CO,1957
638,1667.0,CO,1958
639,1710.0,CO,1959
640,1769.0,CO,1960
641,1844.0,CO,1961
642,1899.0,CO,1962
643,1936.0,CO,1963
644,1970.0,CO,1964
645,1985.0,CO,1965
646,2007.0,CO,1966
647,2053.0,CO,1967
648,2120.0,CO,1968
649,2166.0,CO,1969
650,2209.596,CO,1970
651,2303.524,CO,1971
652,2404.619,CO,1972
653,2495.868,CO,1973
654,2541.406,CO,1974
655,2586.192,CO,1975
656,2632.306,CO,1976
657,2696.14,CO,1977
658,2766.748,CO,1978
659,2849.234,CO,1979
660,2908.803,CO,1980
661,2977.898,CO,1981
662,3061.564,CO,1982
663,3133.63,CO,1983
664,3169.992,CO,1984
665,3208.723,CO,1985
666,3237.45,CO,1986
667,3260.48,CO,1987
668,3262.281,CO,1988
669,3275.818,CO,1989
670,3303.862,CO,1990
671,3367.567,CO,1991
672,3459.995,CO,1992
673,3560.884,CO,1993
674,3653.91,CO,1994
675,3738.061,CO,1995
676,3812.716,CO,1996
677,3891.293,CO,1997
678,3968.967,CO,1998
679,4056.133,CO,1999
680,4326.921,CO,2000
681,4425.687,CO,2001
682,4490.406,CO,2002
683,4528.732,CO,2003
684,4575.013,CO,2004
685,4631.888,CO,2005
686,4720.423,CO,2006
687,4803.868,CO,2007
688,4889.73,CO,2008
689,4972.195,CO,2009
690,5047.539,CO,2010
691,5121.9,CO,2011
692,5193.66,CO,2012
693,5270.774,CO,2013
694,5352.637,CO,2014
695,5454.328,CO,2015
696,5543.844,CO,2016
697,5617.421,CO,2017
698,5697.155,CO,2018
699,5758.486,CO,2019
700,5786.873,CO,2020
701,5814.368,CO,2021
702,5853.355,CO,2022
703,5912.24,CO,2023
704,5988.502,CO,2024
705,6012.561,CO,2025
706,910.0,CT,1900
707,931.0,CT,1901
708,952.0,CT,1902
709,972.0,CT,1903
710,987.0,CT,1904
711,1010.0,CT,1905
712,1033.0,CT,1906
713,1057.0,CT,1907
714,1077.0,CT,1908
715,1097.0,CT,1909
716,1122.0,CT,1910
717,1149.0,CT,1911
718,1176.0,CT,1912
719,1208.0,CT,1913
720,1233.0,CT,1914
721,1258.0,CT,1915
722,1294.0,CT,1916
723,1327.0,CT,1917
724,1329.0,CT,1918
725,1359.0,CT,1919
726,1391.0,CT,1920
727,1415.0,CT,1921
728,1431.0,CT,1922
729,1455.0,CT,1923
730,1481.0,CT,1924
731,1506.0,CT,1925
732,1531.0,CT,1926
733,1557.0,CT,1927
734,1577.0,CT,1928
735,1594.0,CT,1929
736,1613.0,CT,1930
737,1628.0,CT,1931
738,1637.0,CT,1932
739,1642.0,CT,1933
740,1650.0,CT,1934
741,1666.0,CT,1935
742,1672.0,CT,1936
743,1678.0,CT,1937
744,1684.0,CT,1938
745,1696.0,CT,1939
746,1708.0,CT,1940
747,1746.0,CT,1941
748,1792.0,CT,1942
749,1792.0,CT,1943
750,1778.0,CT,1944
751,1769.0,CT,1945
752,1906.0,CT,1946
753,1967.0,CT,1947
754,2014.0,CT,1948
755,2032.0,CT,1949
756,2016.0,CT,1950
757,2028.0,CT,1951
758,2081.0,CT,1952
759,2168.0,CT,1953
760,2249.0,CT,1954
761,2300.0,CT,1955
762,2316.0,CT,1956
763,2359.0,CT,1957
764,2446.0,CT,1958
765,2523.0,CT,1959
766,2544.0,CT,1960
767,2586.0,CT,1961
768,2647.0,CT,1962
769,2727.0,CT,1963
770,2798.0,CT,1964
771,2857.0,CT,1965
772,2903.0,CT,1966
773,2935.0,CT,1967
774,2964.0,CT,1968
775,3000.0,CT,1969
776,3032.217,CT,1970
777,3060.938,CT,1971
778,3068.699,CT,1972
779,3067.814,CT,1973
780,3074.047,CT,1974
781,3082.5,CT,1975
782,3083.335,CT,1976
783,3085.722,CT,1977
784,3091.627,CT,1978
785,3095.917,CT,1979
786,3113.174,CT,1980
787,3128.836,CT,1981
788,3139.013,CT,1982
789,3162.354,CT,1983
790,3180.014,CT,1984
791,3201.131,CT,1985
792,3223.74,CT,1986
793,3247.291,CT,1987
794,3271.953,CT,1988
795,3283.403,CT,1989
796,3289.056,CT,1990
797,3288.64,CT,1991
798,3274.997,CT,1992
799,3272.325,CT,1993
800,3268.346,CT,1994
801,3265.293,CT,1995
802,3267.03,CT,1996
803,3268.514,CT,1997
804,3272.563,CT,1998
805,3282.031,CT,1999
806,3411.777,CT,2000
807,3432.835,CT,2001
808,3458.749,CT,2002
809,3484.336,CT,2003
810,3496.094,CT,2004
811,3506.956,CT,2005
812,3517.46,CT,2006
813,3527.27,CT,2007
814,3545.579,CT,2008
815,3561.807,CT,2009
816,3579.173,CT,2010
817,3588.632,CT,2011
818,3595.211,CT,2012
819,3595.792,CT,2013
820,3595.697,CT,2014
821,3588.561,CT,2015
822,3579.83,CT,2016
823,3575.324,CT,2017
824,3574.561,CT,2018
825,3566.022,CT,2019
826,3579.643,CT,2020
827,3607.765,CT,2021
828,3618.707,CT,2022
829,3641.369,CT,2023
830,3674.449,CT,2024
831,3688.496,CT,2025
832,185.0,DE,1900
833,187.0,DE,1901
834,188.0,DE,1902
835,190.0,DE,1903
836,192.0,DE,1904
837,194.0,DE,1905
838,196.0,DE,1906
839,197.0,DE,1907
840,199.0,DE,1908
841,201.0,DE,1909
842,203.0,DE,1910
843,207.0,DE,1911
844,209.0,DE,1912
845,213.0,DE,1913
846,216.0,DE,1914
847,217.0,DE,1915
848,219.0,DE,1916
849,222.0,DE,1917
850,220.0,DE,1918
851,221.0,DE,1919
852,219.0,DE,1920
853,216.0,DE,1921
854,214.0,DE,1922
855,215.0,DE,1923
856,219.0,DE,1924
857,222.0,DE,1925
858,225.0,DE,1926
859,229.0,DE,1927
860,233.0,DE,1928
861,236.0,DE,1929
862,239.0,DE,1930
863,242.0,DE,1931
864,245.0,DE,1932
865,248.0,DE,1933
866,250.0,DE,1934
867,252.0,DE,1935
868,253.0,DE,1936
869,254.0,DE,1937
870,257.0,DE,1938
871,263.0,DE,1939
872,269.0,DE,1940
873,275.0,DE,1941
874,279.0,DE,1942
875,282.0,DE,1943
876,285.0,DE,1944
877,286.0,DE,1945
878,299.0,DE,1946
879,305.0,DE,1947
880,312.0,DE,1948
881,316.0,DE,1949
882,321.0,DE,1950
883,331.0,DE,1951
884,341.0,DE,1952
885,351.0,DE,1953
886,368.0,DE,1954
887,389.0,DE,1955
888,408.0,DE,1956
889,426.0,DE,1957
890,433.0,DE,1958
891,441.0,DE,1959
892,449.0,DE,1960
893,461.0,DE,1961
894,469.0,DE,1962
895,483.0,DE,1963
896,497.0,DE,1964
897,507.0,DE,1965
898,516.0,DE,1966
899,525.0,DE,1967
900,534.0,DE,1968
901,540.0,DE,1969
902,548.104,DE,1970
903,564.708,DE,1971
904,572.913,DE,1972
905,577.759,DE,1973
906,581.418,DE,1974
907,586.589,DE,1975
908,590.166,DE,1976
909,591.829,DE,1977
910,594.776,DE,1978
911,594.984,DE,1979
912,594.919,DE,1980
913,595.975,DE,1981
914,599.148,DE,1982
915,605.458,DE,1983
916,611.565,DE,1984
917,618.28,DE,1985
918,627.559,DE,1986
919,636.947,DE,1987
920,647.622,DE,1988
921,658.273,DE,1989
922,669.063,DE,1990
923,680.495,DE,1991
924,690.158,DE,1992
925,699.475,DE,1993
926,708.416,DE,1994
927,718.265,DE,1995
928,727.09,DE,1996
929,735.024,DE,1997
930,744.066,DE,1998
931,753.538,DE,1999
932,786.373,DE,2000
933,795.699,DE,2001
934,806.169,DE,2002
935,818.003,DE,2003
936,830.803,DE,2004
937,845.15,DE,2005
938,859.268,DE,2006
939,871.749,DE,2007
940,883.874,DE,2008
941,891.73,DE,2009
942,899.647,DE,2010
943,907.59,DE,2011
944,915.518,DE,2012
945,924.062,DE,2013
946,933.131,DE,2014
947,942.065,DE,2015
948,949.989,DE,2016
949,957.942,DE,2017
950,966.985,DE,2018
951,976.668,DE,2019
952,991.89,DE,2020
953,1005.13,DE,2021
954,1020.279,DE,2022
955,1035.354,DE,2023
956,1050.123,DE,2024
957,1059.952,DE,2025
958,530.0,FL,1900
959,544.0,FL,1901
960,565.0,FL,1902
961,587.0,FL,1903
962,599.0,FL,1904
963,615.0,FL,1905
964,628.0,FL,1906
965,645.0,FL,1907
966,684.0,FL,1908
967,724.0,FL,1909
968,756.0,FL,1910
969,773.0,FL,1911
970,801.0,FL,1912
971,828.0,FL,1913
972,871.0,FL,1914
973,922.0,FL,1915
974,924.0,FL,1916
975,895.0,FL,1917
976,865.0,FL,1918
977,898.0,FL,1919
978,962.0,FL,1920
979,997.0,FL,1921
980,1044.0,FL,1922
981,1097.0,FL,1923
982,1160.0,FL,1924
983,1264.0,FL,1925
984,1368.0,FL,1926
985,1418.0,FL,1927
986,1433.0,FL,1928
987,1445.0,FL,1929
988,1471.0,FL,1930
989,1493.0,FL,1931
990,1521.0,FL,1932
991,1552.0,FL,1933
992,1585.0,FL,1934
993,1613.0,FL,1935
994,1651.0,FL,1936
995,1709.0,FL,1937
996,1771.0,FL,1938
997,1836.0,FL,1939
998,1915.0,FL,1940
999,2017.0,FL,1941
1000,2151.0,FL,1942
1001,2451.0,FL,1943
1002,2420.0,FL,1944
1003,2465.0,FL,1945
1004,2440.0,FL,1946
1005,2528.0,FL,1947
1006,2578.0,FL,1948
1007,2668.0,FL,1949
1008,2810.0,FL,1950
1009,2980.0,FL,1951
1010,3157.0,FL,1952
1011,3310.0,FL,1953
1012,3505.0,FL,1954
1013,3747.0,FL,1955
1014,4047.0,FL,1956
1015,4372.0,FL,1957
1016,4630.0,FL,1958
1017,4808.0,FL,1959
1018,5004.0,FL,1960
1019,5243.0,FL,1961
1020,5458.0,FL,1962
1021,5628.0,FL,1963
1022,5781.0,FL,1964
1023,5954.0,FL,1965
1024,6104.0,FL,1966
1025,6242.0,FL,1967
1026,6433.0,FL,1968
1027,6641.0,FL,1969
1028,6791.418,FL,1970
1029,7158.304,FL,1971
1030,7511.463,FL,1972
1031,7913.696,FL,1973
1032,8298.762,FL,1974
1033,8518.422,FL,1975
1034,8667.379,FL,1976
1035,8856.183,FL,1977
1036,9102.032,FL,1978
1037,9426.159,FL,1979
1038,9839.835,FL,1980
1039,10192.774,FL,1981
1040,10471.407,FL,1982
1041,10749.851,FL,1983
1042,11039.925,FL,1984
1043,11351.118,FL,1985
1044,11667.505,FL,1986
1045,11997.283,FL,1987
1046,12306.395,FL,1988
1047,12637.715,FL,1989
1048,13018.365,FL,1990
1049,13289.497,FL,1991
1050,13504.775,FL,1992
1051,13713.593,FL,1993
1052,13961.798,FL,1994
1053,14185.403,FL,1995
1054,14426.911,FL,1996
1055,14683.35,FL,1997
1056,14908.23,FL,1998
1057,15111.244,FL,1999
1058,16047.515,FL,2000
1059,16356.966,FL,2001
1060,16689.37,FL,2002
1061,17004.085,FL,2003
1062,17415.318,FL,2004
1063,17842.038,FL,2005
1064,18166.99,FL,2006
1065,18367.842,FL,2007
1066,18527.305,FL,2008
1067,18652.644,FL,2009
1068,18846.143,FL,2010
1069,19055.607,FL,2011
1070,19302.016,FL,2012
1071,19551.678,FL,2013
1072,19853.88,FL,2014
1073,20219.111,FL,2015
1074,20627.237,FL,2016
1075,20977.089,FL,2017
1076,21254.926,FL,2018
1077,21492.056,FL,2019
1078,21591.325,FL,2020
1079,21836.698,FL,2021
1080,22413.989,FL,2022
1081,22929.248,FL,2023
1082,23265.838,FL,2024
